exponential.com, 168470, DIRECT, afac06385c445926
tribalfusion.com, 168470, DIRECT, afac06385c445926
index.com, 684573, RESELLER
google.com, 684583, RESELLER
gumgum.com, 11483, DIRECT, ffdef49475d318a9      #for GUMGUM
sovrn.com, 211941, DIRECT, fafdf38b16bf6b2b      #for SOVRN
lijit.com, 211941, DIRECT, fafdf38b16bf6b2b
sovrn.com, 220054, DIRECT, fafdf38b16bf6b2b
lijit.com, 220054, DIRECT, fafdf38b16bf6b2b
sovrn.com, 227117, DIRECT, fafdf38b16bf6b2b
lijit.com, 227117, DIRECT, fafdf38b16bf6b2b
sovrn.com, 231199, DIRECT, fafdf38b16bf6b2b
lijit.com, 231199, DIRECT, fafdf38b16bf6b2b
sovrn.com, 232537, DIRECT, fafdf38b16bf6b2b
lijit.com, 232537, DIRECT, fafdf38b16bf6b2b
sovrn.com, 233156, DIRECT, fafdf38b16bf6b2b
lijit.com, 233156, DIRECT, fafdf38b16bf6b2b
sovrn.com, 233865, DIRECT, fafdf38b16bf6b2b
lijit.com, 233865, DIRECT, fafdf38b16bf6b2b
sovrn.com, 235329, DIRECT, fafdf38b16bf6b2b
lijit.com, 235329, DIRECT, fafdf38b16bf6b2b
sovrn.com, 237451, DIRECT, fafdf38b16bf6b2b
lijit.com, 237451, DIRECT, fafdf38b16bf6b2b
sovrn.com, 240462, DIRECT, fafdf38b16bf6b2b
lijit.com, 240462, DIRECT, fafdf38b16bf6b2b
sovrn.com, 249252, DIRECT, fafdf38b16bf6b2b
lijit.com, 249252, DIRECT, fafdf38b16bf6b2b
sovrn.com, 249902, DIRECT, fafdf38b16bf6b2b
lijit.com, 249902, DIRECT, fafdf38b16bf6b2b      
sovrn.com, 231887, DIRECT, fafdf38b16bf6b2b
lijit.com, 231887, DIRECT, fafdf38b16bf6b2b      #upto/for SOVRN
openx.com, 537120960, RESELLER
openx.com, 83499, RESELLER
openx.com, 538959099, RESELLER
pubmatic.com, 137711, RESELLER
pubmatic.com, 156212, RESELLER
pubmatic.com, 62483, RESELLER
contextweb.com, 558511, RESELLER                 #extended for Sovrn
appnexus.com, 2854, RESELLER                     #for APPNEXUS
openx.com, 537125314, DIRECT, 6a698e2ec38604c6   #for OPENX
EMXDGT.com, 40, Reseller #banner, video          #for BREALTIME
Appnexus.com, 1356, Reseller, #banner, video     #for BREALTIME
indexexchange.com, 182762, DIRECT                #for INDEXEXCHANGE
districtm.io, 100570, DIRECT                     #for DISTRICTM
appnexus.com, 7944, RESELLER                     #for DISTRICTM
connatix.com, 100625, DIRECT                     #for CONNATIX
contextweb.com, 558886, DIRECT                   #for PULSEPOINT
spotxchange.com, 114948, RESELLER, 7842df1d2fe2db34  #for SPOTX use DIRECT for sss,MRM,BMRM,YTO
spotx.tv, 114948, RESELLER, 7842df1d2fe2db34         #for SPOTX use DIRECT for sss,MRM,BMRM,YTO
google.com, ca-pub-3944954862316283, RESELLER, f08c47fec0942fa0  #
adtech.com, 9505, DIRECT                         #for AOL
aolcloud.net, 9505, DIRECT                       #for AOL
33across.com, 33, DIRECT                         #for TYNT/33ACROSS
google.com, pub-9557089510405422, RESELLER, f08c47fec0942fa0   #for Adex
google.com, pub-8203063731231781, DIRECT                       #for Adsense
appnexus.com, 1001, RESELLER
appnexus.com, 3135, RESELLER
spotxchange.com, 139883, RESELLER, 7842df1d2fe2db34
spotx.tv, 139883, RESELLER, 7842df1d2fe2db34
openx.com, 537120563, RESELLER
amazon.com, 3411, RESELLER
lkqd.com, 293, RESELLER
lkqd.net, 293, RESELLER
adtech.com, 9993, RESELLER
aolcloud.net, 9993, RESELLER
rubiconproject.com, 16414, RESELLER
criteo.com, 3450, RESELLER
indexexchange.com, 185506, RESELLER
33across.com, 33, DIRECT                         #upto/for TYNT/33ACROSS
sonobi.com, 4ba74d4dae, DIRECT                   #for SONOBI
appnexus.com, 1940, RESELLER                     #for SEIKINDO
vertamedia.com,30629, DIRECT, 7de89dc7742b5b11   #for VERTAMEDIA
rhythmone.com,2067799303,RESELLER,a670c89d4a324e47  #for RHYTHMONE
1rx.io,2067799303,RESELLER,a670c89d4a324e47         #for RHYTHMONE
beachfront.com, 5880, DIRECT                        #for BENCHFRONT
appnexus.com, 1613, reseller                        #for DEFY MEDIA
appnexus.com, 3326, reseller
google.com, pub-1409765517756851, reseller
google.com, pub-4075894099602271, reseller
freewheel.tv, 146081, reseller
rubiconproject.com, 8861, reseller, 0bfd66d529a55807 #upto/for DEFY MEDIA
google.com, pub-1354799456940306, DIRECT
revcontent.com, 71005, DIRECT #native
kargo.com, 97, DIRECT
kargo.com, 1318 , DIRECT
indexexchange.com, 184081, RESELLER
connatix.com, 100137, DIRECT
emxdgt.com, 238, DIRECT, 1e1d41537f7cad7f
appnexus.com, 1356, DIRECT, f5ab79cb980f11d1
adtech.com, 10947, RESELLER
aolcloud.net, 10947, RESELLER
appnexus.com, 7556, RESELLER
appnexus.com, 1356, RESELLER
emxdgt.com, 20, RESELLER, 1e1d41537f7cad7f
openx.com, 537150004, RESELLER
pubmatic.com, 156319, RESELLER
contextweb.com, 560653, RESELLER
sonobi.com, e55fb5d7c2, RESELLER
sovrn.com, 248396, RESELLER
indexexchange.com, 184914, RESELLER
bidfluence.com, 68e6d75a-8355-4715-a10d-4cdac15190bc, RESELLER
google.com, pub-6694481294649483, RESELLER
teads.tv, 12377, DIRECT, 15a9c44f6d26cbe1
teads.tv, 10147, DIRECT, 15a9c44f6d26cbe1
teads.tv, 11069, DIRECT, 15a9c44f6d26cbe1
teads.tv, 8381, DIRECT, 15a9c44f6d26cbe1
openx.com, 538904910, DIRECT, 6a698e2ec38604c6
openx.com, 539007805, DIRECT, 6a698e2ec38604c6
openx.com, 537144589, DIRECT, 6a698e2ec38604c6
33across.com, 33, DIRECT
google.com, pub-9557089510405422, RESELLER, f08c47fec0942fa0
openx.com, 537120563, RESELLER, 6a698e2ec38604c6
gumgum.com, 11889, DIRECT, ffdef49475d318a9
appnexus.com, 3427, direct
contextweb.com, 560029, Direct, 89ff185a4c4e857c
contextweb.com, 561390, Direct, 89ff185a4c4e857c
contextweb.com, 561495, Direct, 89ff185a4c4e857c
contextweb.com, 560022, Direct, 89ff185a4c4e857c
contextweb.com, 561325, Direct, 89ff185a4c4e857c
google.com, pub-9242135695870166, RESELLER
synacor.com, 81469, RESELLER
indexexchange.com, 184298, DIRECT
indexexchange.com, 185019, DIRECT
districtm.io, 100037, DIRECT
appnexus.com, 7944, RESELLER
appnexus.com, 1908, RESELLER
pubmatic.com, 156082, Direct, 5d62403b186f2ace
carambo.la, zffd91-112601, DIRECT, 08a6b436f8183ac9
rubiconproject.com, 9470, DIRECT, 0bfd66d529a55807
triplelift.com, 97, DIRECT, 6c33edb13117fd86
triplelift.com, 231, DIRECT, 6c33edb13117fd86
appnexus.com, 7290, RESELLER
rubiconproject.com, 11796, DIRECT, 0bfd66d529a55807
kargo.com, 1481, DIRECT
kargo.com, 1318, DIRECT
google.com, pub-9914992914910847, DIRECT, f08c47fec0942fa0
google.com, pub-1884113863780622, DIRECT, f08c47fec0942fa0
spotxchange.com, 114948, RESELLER, 7842df1d2fe2db34 #for SPOTX
spotx.tv, 114948, RESELLER, 7842df1d2fe2db34        #for SPOTX
openx.com, 537120960, RESELLER   #Sovrn
openx.com, 83499, RESELLER        #sovrn
lijit.com, 249902, DIRECT, fafdf38b16bf6b2b
contextweb.com, 558511, RESELLER   #sovrn
pubmatic.com, 62483, RESELLER   #sovrn
pubmatic.com, 156212, RESELLER    #sovrn
pubmatic.com, 137711, RESELLER   #sovrn
openx.com, 538959099, RESELLER  #sovrn
districtm.io, 100570, DIRECT                 #for DISTRICTM
appnexus.com, 1908, RESELLER       #for DISTRICTM
appnexus.com, 7944, RESELLER                 #for DISTRICTM
tremorhub.com, mb9eo-ej2jm, RESELLER, 1a4e959a1b50034a     #for SEKINDO
smartadserver.com, 2137, RESELLER    #for SEKINDO
tidaltv.com, 23034, RESELLER      #for SEKINDO
tidaltv.com, 32071, RESELLER     #for SEKINDO
pubmatic.com, 156380, RESELLER, 5d62403b186f2ace   #for SEKINDO
fyber.com, f14d40df2568b6df4eed292a5ad93716, DIRECT      #for SEKINDO
fyber.com, 3238c1661ce2914845a986d98baf7d59, DIRECT     #for SEKINDO
tremorhub.com, mb9eo-oqsbf, RESELLER, 1a4e959a1b50034a     #for SEKINDO
appnexus.com, 1940, RESELLER                 #for SEKINDO
sekindo.com, XXXXXXXXXX, DIRECT      #for SEKINDO
spotxchange.com, 84294, RESELLER, 7842df1d2fe2db34      #for SEKINDO
spotx.tv, 84294, RESELLER, 7842df1d2fe2db34    #for SEKINDO
advertising.com, 7372, RESELLER      #for SEKINDO
adtech.com, 10397, RESELLER       #for SEKINDO
aolcloud.net, 10397, RESELLER   #for SEKINDO
inner-active.com, 206396, RESELLER   #for SEKINDO
contextweb.com, 560453, RESELLER     #for SEKINDO
lkqd.net, 244, RESELLER, 59c49fa9598a0117     #for SEKINDO
lkqd.com, 244, RESELLER, 59c49fa9598a0117       #for SEKINDO
sovrn.com, 251255, RESELLER, fafdf38b16bf6b2b       #for SEKINDO
sovrn.com, 246937, RESELLER, fafdf38b16bf6b2b    #for SEKINDO
lijit.com, 251255, RESELLER, fafdf38b16bf6b2b    #for SEKINDO
lijit.com, 246937, RESELLER, fafdf38b16bf6b2b     #for SEKINDO
rhythmone.com,2067799303,DIRECT,a670c89d4a324e47 #for RHYTHMONE
beachfront.com, publisher_5880, DIRECT          #for BEACHFRONT
google.com, pub-3944954862316283, RESELLER, f08c47fec0942fa0   #AdEx
coxmt.com, 2000068007102, DIRECT            #for Cox
triplelift.com, 4116, DIRECT      # For  TripleLift
getintent.com, 22, DIRECT  #For Getintent
openx.com, 536120960, RESELLER    #For OpenX
openx.com, 539120960, RESELLER    #For OpenX
33across.com, 33, RESELLER  #for GUMGUM 
adtech.com, 9904, RESELLER   #for GUMGUM
advertising.com, 8603, RESELLER #for GUMGUM
aolcloud.net, 9904, RESELLER   #for GUMGUM
appnexus.com, 1001, RESELLER, f5ab79cb980f11d1 #for GUMGUM
appnexus.com, 2758, RESELLER, f5ab79cb980f11d1  #for GUMGUM
appnexus.com, 3135, RESELLER, f5ab79cb980f11d1 #for GUMGUM
appnexus.com, 3364, RESELLER, f5ab79cb980f11d1  #for GUMGUM
bidtellect.com, 1407, RESELLER, 1c34aa2d85d45e93 #for GUMGUM
contextweb.com, 558355, RESELLER #for GUMGUM
contextweb.com, 560382, RESELLER  #for GUMGUM
criteo.com, 109412, RESELLER, 9fac4a4a87c2a44f #for GUMGUM
criteo.com, 3450, RESELLER, 9fac4a4a87c2a44f #for GUMGUM
featureforward.com, 10, RESELLER  #for GUMGUM
fyber.com, 1a12a7e3f84fe560ccf95a3a73043abb, RESELLER #for GUMGUM
fyber.com, ad9de41d28d494354b23133f26f83122, RESELLER #for GUMGUM
google.com, pub-3848273848634341, RESELLER, f08c47fec0942fa0 #for GUMGUM
google.com, pub-7439041255533808, RESELLER, f08c47fec0942fa0 #for GUMGUM
google.com, pub-9242135695870166, RESELLER, f08c47fec0942fa0 #for GUMGUM
google.com, pub-9557089510405422, RESELLER, f08c47fec0942fa0 #for GUMGUM
indexexchange.com, 177754, RESELLER, 50b1c356f2c5c8fc #for GUMGUM
Indexexchange.com, 183756, RESELLER, 50b1c356f2c5c8fc #for GUMGUM
media.net, 8CU5ZWB19, RESELLER  #for GUMGUM
openx.com, 46857, RESELLER, 6a698e2ec38604c6 #for GUMGUM
openx.com, 537120563, RESELLER, 6a698e2ec38604c6 #for GUMGUM
openx.com, 537149485, RESELLER, 6a698e2ec38604c6  #for GUMGUM
pubmatic.com, 156307, RESELLER, 5d62403b186f2ace #for GUMGUM
pubmatic.com, 50758, RESELLER, 5d62403b186f2ace   #for GUMGUM
revcontent.com, 76611, RESELLER #for GUMGUM
rubiconproject.com, 16698, RESELLER, 0bfd66d529a55807 #for GUMGUM
smaato.com, 1100033117, RESELLER #for GUMGUM
sovrn.com, 233111, RESELLER, fafdf38b16bf6b2b #for GUMGUM
spotx.tv, 147949, RESELLER, 7842df1d2fe2db34 #for GUMGUM
spotx.tv,71451,RESELLER, 7842df1d2fe2db34 #for GUMGUM
spotxchange.com, 147949, RESELLER, 7842df1d2fe2db34 #for GUMGUM
spotxchange.com, 71451, RESELLER, 7842df1d2fe2db34 #for GUMGUM
synacor.com, 81591, RESELLER #for GUMGUM
taboola.com, 1062984,RESELLER,c228e6794e811952 #for GUMGUM
tremorhub.com, z87wm, RESELLER, 1a4e959a1b50034a #for GUMGUM
tremorhub.com, vi1he-0c1k3, RESELLER, 1a4e959a1b50034a
spotxchange.com, 208557, RESELLER, 7842df1d2fe2db34
spotx.tv, 208557, RESELLER, 7842df1d2fe2db34
rubiconproject.com, 156042, RESELLER, 0bfd66d529a55807
connatix.com, 102221, DIRECT 
lkqd.net, 456, RESELLER, 59c49fa9598a0117
lkqd.com, 456, RESELLER, 59c49fa9598a0117
revcontent.com, 71005, DIRECT
appnexus.com, 7666, DIRECT, f5ab79cb980f11d1
rubiconproject.com, 156042, DIRECT, 0bfd66d529a55807
adtech.com, 10947, RESELLER #client-side
aolcloud.net, 10947, RESELLER #s2s
appnexus.com, 1356, RESELLER #brealtime
districtm.io, 100919, RESELLER
emxdgt.com, 20, RESELLER, 1e1d41537f7cad7f #brealtime
indexexchange.com, 184914, RESELLER 
indexexchange.com, 186248, RESELLER, 50b1c356f2c5c8fc #ebda
lijit.com, 248396, RESELLER, fafdf38b16bf6b2b
rubiconproject.com, 17632, RESELLER, 0bfd66d529a55807
sovrn.com, 248396, RESELLER, fafdf38b16bf6b2b
spotx.tv, 84548, RESELLER, 7842df1d2fe2db34
spotxchange.com, 84548, RESELLER, 7842df1d2fe2db34
sharethrough.com, cb1640b0, RESELLER, d53b998a7bd4ecd2
tremorhub.com, vtrdn-wjdav, RESELLER, 1a4e959a1b50034a
yieldlab.net, 3888629, RESELLER
appnexus.com, 1908, RESELLER, f5ab79cb980f11d1
contextweb.com, 558511, RESELLER
contextweb.com, 560606, RESELLER
google.com, pub-9685734445476814, RESELLER, f08c47fec0942fa0
google.com, pub-2379628242979855, RESELLER, f08c47fec0942fa0
google.com, pub-5995202563537249, RESELLER, f08c47fec0942fa0
gumgum.com, 11645, RESELLER, ffdef49475d318a9
indexexchange.com, 175407, RESELLER
nativeads.com, 61734, RESELLER
openx.com, 537143344, RESELLER
pubmatic.com, 156078, RESELLER
rhythmone.com, 1059622079, RESELLER
33across.com, 33, DIRECT  #display
google.com, pub-9557089510405422, RESELLER, f08c47fec0942fa0  #display
appnexus.com, 1001, RESELLER  #display
appnexus.com, 3135, RESELLER  #display
openx.com, 537120563, RESELLER, 6a698e2ec38604c6  #display
rubiconproject.com, 16414, RESELLER, 0bfd66d529a55807  #display
contextweb.com, 561516, RESELLER, 89ff185a4c4e857  #display
pubmatic.com, 156423, RESELLER, 5d62403b186f2ace  #display
amazon.com, 3411, RESELLER  #display
criteo.com, 3450, RESELLER  #display
indexexchange.com, 185506, RESELLER  #display
lkqd.com, 293, RESELLER, 59c49fa9598a0117  #video
lkqd.net, 293, RESELLER, 59c49fa9598a0117  #video
spotxchange.com, 139883, RESELLER, 7842df1d2fe2db34  #video
spotx.tv, 139883, RESELLER, 7842df1d2fe2db34  #video
adtech.com, 9993, RESELLER  #display
aolcloud.net, 9993, RESELLER  #display
advertising.com, 12543, RESELLER  #display
openx.com, 539266264, RESELLER, 6a698e2ec38604c6  #display
appnexus.com, 1356, RESELLER, f5ab79cb980f11d1  #display
emxdgt.com, 326, RESELLER, 1e1d41537f7cad7f  #display
google.com, pub-5995202563537249, RESELLER, f08c47fec0942fa0  #display
q1connect.com, 242, RESELLER  #display
spotxchange.com, 114948, RESELLER, 7842df1d2fe2db34  #SpotX
spotx.tv, 114948, RESELLER, 7842df1d2fe2db34         #SpotX
google.com, pub-6227966137537604, DIRECT, f08c47fec0942fa0 #AdEx
google.com, pub-3944954862316283, DIRECT, f08c47fec0942fa0 #AdEx
google.com, pub-6227966137537604, RESELLER, f08c47fec0942fa0   #AdEx
google.com, pub-8203063731231781, DIRECT, f08c47fec0942fa0 #for Adsense
Appnexus.com, 1356, RESELLER #banner, video     #for BREALTIME
tremorhub.com, cd009, RESELLER, 1a4e959a1b50034a  # for CONNATIX
advertising.com, 3679, RESELLER  # for CONNATIX
advertising.com, 14564, RESELLER  # for CONNATIX
spotxchange.com, 136839, RESELLER, 7842df1d2fe2db34  # for CONNATIX
spotx.tv, 136839, RESELLER, 7842df1d2fe2db34  # for CONNATIX
openx.com, 539496816, RESELLER, 6a698e2ec38604c6  # for CONNATIX
appnexus.com, 4052, RESELLER
conversantmedia.com, 40967, DIRECT #Conversant
districtm.io, 100570, DIRECT
appnexus.com, 7944, RESELLER #for DistrictM
appnexus.com, 1908, RESELLER, f5ab79cb980f11d1 #for DistrictM
getintent.com, 22, DIRECT
33across.com, 33, RESELLER  #for GUMGUM
spotxchange.com, 108933, RESELLER, 7842df1d2fe2db34
spotx.tv, 108933, RESELLER, 7842df1d2fe2db34
improvedigital.com, 185, RESELLER
appnexus.com, 7118, Reseller
openx.com, 539348659, RESELLER, 6a698e2ec38604c6 #for OPENX DF
openx.com, 539120960, RESELLER, 6a698e2ec38604c6 #for OPENX DF
openx.com, 539348659, DIRECT, 6a698e2ec38604c6   #for OPENX
openx.com, 536120960, RESELLER, 6a698e2ec38604c6 #for OPENX DF
sharethrough.com, 2263985f, DIRECT, d53b998a7bd4ecd2
spotx.tv, 114948, RESELLER, 7842df1d2fe2db34
spotxchange.com, 114948, RESELLER, 7842df1d2fe2db34
aps.amazon.com, a790710a-22a0-4752-bca1-61f97627c211, DIRECT #display
contextweb.com, 561562, RESELLER, 89ff185a4c4e857 #display
c1exchange.com, c1x_a9_uampubs, RESELLER #display
coxmt.com, 2000068024302, RESELLER #display
districtm.io, 100962, RESELLER #display
appnexus.com, 1908, RESELLER, f5ab79cb980f11d1 #display
openx.com, 540191398, RESELLER, 6a698e2ec38604c6 #display
pubmatic.com, 157150, RESELLER, 5d62403b186f2ace #display
yldbt.com, 5b522cc167f6b300b89dc6d3, RESELLER, cd184cb30abaabb5 #display
freewheel.tv, 327377, RESELLER
beachfront.com, 4969, RESELLER
tremorhub.com, cdgfn, RESELLER, 1a4e959a1b50034a
springserve.com, 1, RESELLER, a24eb641fc82e93d
ssp.ynxs.io, 185, RESELLER
rubiconproject.com, 17156, RESELLER, 0bfd66d529a55807
advertising.com, 24667, RESELLER
streamrail.net, 5715e0602ed89a000200022f, RESELLER
streamrail.net, 5715e0602ed89a000200022f, DIRECT
lkqd.net, 505, RESELLER, 59c49fa9598a0117
lkqd.net, 307, RESELLER, 59c49fa9598a0117
lkqd.com, 307, RESELLER, 59c49fa9598a0117
lkqd.net, 307, DIRECT, 59c49fa9598a0117 lkqd.com, 307, DIRECT, 59c49fa9598a0117
vertamedia.com, 282639, RESELLER, 7de89dc7742b5b11
spotxchange.com, 212457, RESELLER 
spotx.tv, 212457, RESELLER 
pubmatic.com, 156557, RESELLER
rubiconproject.com, 18576, DIRECT, 0bfd66d529a55807
lkqd.net, 307, DIRECT, 59c49fa9598a0117
lkqd.com, 307, DIRECT, 59c49fa9598a0117
mediabong.com, 2636, DIRECT #video
mediabong.com, 2636, RESELLER #video
aps.amazon.com, {insert your UAM Pub ID found here}, DIRECT #display
rubiconproject.com, 18020, RESELLER, 0bfd66d529a55807
#Revcontent Native Ads.txt

#Revcontent Infeed Video Ads.txt
connatix.com, 101600, DIRECT, 2af98acdee0e81ed
tremorhub.com, cd009, RESELLER, 1a4e959a1b50034a
advertising.com, 3679, RESELLER
advertising.com, 14564, RESELLER
spotxchange.com, 136839, RESELLER, 7842df1d2fe2db34
spotx.tv, 136839, RESELLER, 7842df1d2fe2db34
openx.com, 539496816, RESELLER, 6a698e2ec38604c6
google.com, pub-5480205708168063, RESELLER, f08c47fec0942fa0
#Revcontent/POWR Ads.txt
connatix.com, 102221, RESELLER 
springserve.com, 201, RESELLER, a24eb641fc82e93d
advertising.com, 26282, RESELLER
advertising.com, 7815, RESELLER
fyber.com, 8e733ba4240cc2101b00f122fb104be9, RESELLER
lkqd.com, 42, RESELLER, 59c49fa9598a0117
lkqd.net,42, RESELLER, 59c49fa9598a0117
pubmatic.com, 156359, RESELLER
springserve.com, 361, RESELLER, a24eb641fc82e93d
bluTonic.com, 1, RESELLER
beachfront.com, 1818, RESELLER
rubiconproject.com,14280, RESELLER, 0bfd66d529a55807
Rhythmone.com, 548106446, RESELLER, a670c89d4a324e47
spotxchange.com, 122433, RESELLER, 7842df1d2fe2db34
spotx.tv, 122433, RESELLER, 7842df1d2fe2db34
deepintent.com, 100000783, RESELLER, 4a5487c769369a8c
contextweb.com, 560861, RESELLER
Openx.com, 539970470, RESELLER
Mediabong.com, 2429, RESELLER #video
contextweb.com, 561619, RESELLER, 89ff185a4c4e857c
contextweb.com, 560056, RESELLER, 89ff185a4c4e857c
rubiconproject.com, 16640, RESELLER, 0bfd66d529a55807
advertising.com, 12543, RESELLER  #video
rubiconproject.com, 16904, RESELLER, 0bfd66d529a55807
appnexus.com, 9393, RESELLER
google.com, pub-4983172728561290, RESELLER, f08c47fec0942fa0
openx.com, 537139983, RESELLER, 6a698e2ec38604c6
appnexus.com, 2720, RESELLER
tremorhub.com, 0kq41, RESELLER, 1a4e959a1b50034a
rubiconproject.com, 18294, RESELLER, 0bfd66d529a55807
springserve.com, 316, RESELLER, a24eb641fc82e93d
contextweb.com, 559971, RESELLER, 89ff185a4c4e857c
lkqd.net, 74, RESELLER, 59c49fa9598a0117
advertising.com, 3500, RESELLER
pubmatic.com, 156610, RESELLER, 5d62403b186f2ace
beachfront.com, 10820, RESELLER, e2541279e8e2ca4d
beachfront.com, 4969, RESELLER, e2541279e8e2ca4d
spotxchange.com, 74844, RESELLER, 7842df1d2fe2db34
springserve.com, 40, RESELLER, a24eb641fc82e93d
anyclip-media.com, 5666a6fd2a61260002000001, DIRECT
freewheel.tv, 106841, RESELLER
freewheel.tv, 106849, RESELLER
lkqd.com, 74, RESELLER, 59c49fa9598a0117
spotx.tv, 74844, RESELLER, 7842df1d2fe2db34
pubmatic.com, 156305, RESELLER, 5d62403b186f2ace
springserve.com, 525, DIRECT, a24eb641fc82e93d
lkqd.net, 286, RESELLER, 59c49fa9598a0117
lkqd.net, 286, DIRECT, 59c49fa9598a0117
lkqd.net, 497, RESELLER, 59c49fa9598a0117
rubiconproject.com, 16048, RESELLER, 0bfd66d529a55807
rubiconproject.com, 16048, DIRECT, 0bfd66d529a55807
spotxchange.com, 151098, RESELLER, 7842df1d2fe2db34
spotx.tv, 151098, RESELLER, 7842df1d2fe2db34
openx.com, 537124691, RESELLER, 6a698e2ec38604c6
improvedigital.com, 1066, RESELLER
improvedigital.com, 1066, DIRECT
Freewheel.tv, 222017, RESELLER
Freewheel.tv, 222025, RESELLER
freewheel.tv, 479537, RESELLER
beachfront.com, 4469, DIRECT
beachfront.com, 4469, RESELLER
advertising.com, 18632, RESELLER
advertising.com, 24700, RESELLER
rubiconproject.com, 17156, RESELLER, 0bfd66d529a55807 
districtm.io, 101381, DIRECT
openx.com, 540255348, DIRECT, 6a698e2ec38604c6
9mediaonline.com, 1a34c, DIRECT
Pubmatic.com, 156819, RESELLER, 5d62403b186f2ace
Pubmatic.com, 156820, RESELLER, 5d62403b186f2ace
freewheel.tv, 299345, RESELLER
Advertising.com, 19011, RESELLER
improvedigital.com, 1154, RESELLER
districtm.io, 100629, RESELLER
lkqd.net, 9, RESELLER, 59c49fa9598a0117
lkqd.net, 426, RESELLER, 59c49fa9598a0117
appnexus.com, 7096, RESELLER
advertising.com, 6291, RESELLER
contextweb.com, 560093, RESELLER, 89ff185a4c4e857c
spotxchange.com, 220321, RESELLER, 7842df1d2fe2db34
spotx.tv, 220321, RESELLER, 7842df1d2fe2db34
google.com, pub-7620071422727774, RESELLER, f08c47fec0942fa0
pubmatic.com, 93940, RESELLER
openx.com, 537141118, RESELLER, 6a698e2ec38604c6
advertising.com, 9008, RESELLER
appnexus.com, 926, RESELLER
districtm.io, 101534, RESELLER
loopme.com, 10414, RESELLER, 6c8d5f95897a5a3b
loopme.com, s-2411, RESELLER, 6c8d5f95897a5a3b
openx.com, 540306956, RESELLER, 6a698e2ec38604c6
pubmatic.com, 157310, RESELLER, 5d62403b186f2ace
spotx.tv, 122680, RESELLER, 7842df1d2fe2db34
spotxchange.com, 122680, RESELLER, 7842df1d2fe2db34
tremorhub.com, 3t69i, RESELLER, 1a4e959a1b50034a
pubmatic.com, 157457, RESELLER, 5d62403b186f2ace
kubient.com,56f58bdd446e9,DIRECT,4f12311e6ed900a3
kubient.com,57Bb3700D2A97,RESELLER,4f12311e6ed900a3
smartadserver.com,3166,DIRECT
supply.colossusssp.com, 38, DIRECT
pubmatic.com,154037,DIRECT
freewheel.tv, 699538, DIRECT
freewheel.tv, 699554, RESELLER
contextweb.com, 526740, RESELLER, 89ff185a4c4e857c
supply.colossusssp.com, 134, DIRECT
smartyads.com, 105, RESELLER
thebrave.io, 567856, RESELLER, 85rr181a2d4e116k
lkqd.net, 328, RESELLER, 59c49fa9598a0117
lkqd.com, 328, RESELLER, 59c49fa9598a0117
rockyou.net, ry303642, DIRECT
